"","smoc2_normal1","smoc2_normal3","smoc2_normal4","smoc2_fibrosis1","smoc2_fibrosis2","smoc2_fibrosis3","smoc2_fibrosis4"
"ENSMUSG00000002658",713,1205,1063,2394,1834,2027,1774
"ENSMUSG00000002660",1327,1808,1891,1554,1315,1722,1153
"ENSMUSG00000002661",329,411,472,326,198,337,218
"ENSMUSG00000002664",15,11,15,18,6,12,8
"ENSMUSG00000002668",200,221,298,643,362,487,536
"ENSMUSG00000002679",222,287,279,536,454,487,399
"ENSMUSG00000002688",285,235,267,356,263,213,193
"ENSMUSG00000002699",28,44,30,601,384,419,494
"ENSMUSG00000002718",877,822,997,1961,1570,1425,1347
"ENSMUSG00000002728",575,783,752,1050,809,926,737
"ENSMUSG00000002731",451,461,544,835,628,936,697
"ENSMUSG00000002732",59,115,52,466,285,306,270
"ENSMUSG00000002733",939,954,1018,1430,1177,1175,1046
"ENSMUSG00000002741",1520,1513,1776,2798,2324,2277,2129
"ENSMUSG00000002748",1748,2210,2324,4197,3136,3255,2967
"ENSMUSG00000002763",1995,1838,2427,1909,1490,1773,1363
"ENSMUSG00000002767",1179,1567,1516,1197,963,1352,1053
"ENSMUSG00000002768",874,1162,1214,1735,1361,1711,1280
"ENSMUSG00000002769",716,552,973,102,99,105,85
"ENSMUSG00000002771",18,29,31,111,68,64,50
"ENSMUSG00000002778",2945,3630,3826,4712,3822,4863,3926
"ENSMUSG00000002781",1121,1090,1439,620,595,819,605
"ENSMUSG00000002791",19,45,48,9,6,14,17
"ENSMUSG00000002797",305,689,398,215,210,220,177
"ENSMUSG00000002799",156,191,181,291,266,257,173
"ENSMUSG00000002803",460,457,505,942,703,912,681
"ENSMUSG00000002804",352,484,532,532,433,589,398
"ENSMUSG00000002808",31,101,38,324,428,550,295
"ENSMUSG00000002812",2141,2220,2686,4588,3864,3679,3554
"ENSMUSG00000002814",227,202,234,364,310,428,366
"ENSMUSG00000002820",917,1001,1181,820,617,833,625
"ENSMUSG00000002825",195,221,232,523,384,449,287
"ENSMUSG00000002831",95,100,118,140,111,208,144
"ENSMUSG00000002833",777,1207,998,1946,1463,1806,1429
"ENSMUSG00000002835",58,61,49,279,289,221,256
"ENSMUSG00000002844",380,443,454,1202,858,1007,863
"ENSMUSG00000002845",292,351,277,795,584,600,474
"ENSMUSG00000002846",714,866,950,1052,837,1022,768
"ENSMUSG00000002847",519,718,822,1484,730,1018,843
"ENSMUSG00000002870",232,295,290,1063,1005,1004,906
"ENSMUSG00000002871",851,1290,1157,1472,1225,1551,1177
"ENSMUSG00000002881",779,828,1066,1465,1276,1119,1124
"ENSMUSG00000002885",361,677,593,1630,1160,1258,1353
"ENSMUSG00000002897",884,1085,1119,1281,986,1163,1197
"ENSMUSG00000002900",4626,5183,5955,12330,9354,9964,9422
"ENSMUSG00000002908",70,115,142,193,193,304,178
"ENSMUSG00000002910",227,258,252,470,329,470,379
"ENSMUSG00000002930",0,0,0,0,0,0,0
"ENSMUSG00000002944",3261,3284,4119,1913,1438,1356,1684
"ENSMUSG00000002948",833,1086,994,1631,1342,1621,1405
"ENSMUSG00000002949",1457,1810,1985,2262,1579,2092,1739
"ENSMUSG00000002957",4821,4901,5554,6155,4990,5292,4580
"ENSMUSG00000002963",516,666,715,1150,791,913,830
"ENSMUSG00000002968",2429,2667,3165,3362,2770,3311,2287
"ENSMUSG00000002980",3573,4133,5151,16880,12198,11761,9621
"ENSMUSG00000002981",4904,5307,6202,4900,4273,4525,4047
"ENSMUSG00000002983",123,161,134,1993,1590,1750,1475
"ENSMUSG00000002984",1194,1508,1785,1730,1385,1686,1126
"ENSMUSG00000002985",3873,4204,8795,46494,30261,44057,45086
"ENSMUSG00000002992",0,0,0,0,0,0,0
"ENSMUSG00000002996",1849,2057,2369,4254,3239,3520,3142
"ENSMUSG00000002997",117,105,184,318,302,303,200
"ENSMUSG00000003031",1255,1083,1458,2027,1737,1912,1663
"ENSMUSG00000003032",158,172,170,655,578,651,572
"ENSMUSG00000003033",1154,1398,1386,2367,2064,2227,1966
"ENSMUSG00000003037",2302,2816,2981,3449,2710,3182,2827
"ENSMUSG00000003038",427,568,513,1237,986,1096,1179
"ENSMUSG00000003039",2458,3260,3161,4429,3343,4011,3457
"ENSMUSG00000003051",476,831,635,3343,2587,3020,2024
"ENSMUSG00000003053",0,0,0,0,0,0,0
"ENSMUSG00000003062",333,490,431,984,796,800,634
"ENSMUSG00000003068",1815,2497,2638,3568,2808,3270,2416
"ENSMUSG00000003070",14,12,32,121,79,110,92
"ENSMUSG00000003072",11005,13423,15142,7990,6913,8310,5877
"ENSMUSG00000003099",1864,1938,2331,2264,1893,2243,1783
"ENSMUSG00000003119",738,742,844,1276,1094,958,1079
"ENSMUSG00000003123",341,358,517,596,491,515,516
"ENSMUSG00000003131",1230,1272,1350,2920,2332,2315,2165
"ENSMUSG00000003134",168,228,193,805,460,621,599
"ENSMUSG00000003135",764,1081,998,1186,893,1070,938
"ENSMUSG00000003153",16,24,28,188,106,122,119
"ENSMUSG00000003154",739,717,831,1427,1128,1286,1053
"ENSMUSG00000003161",2391,3079,3328,4684,3577,4333,3854
"ENSMUSG00000003166",1241,1495,1752,2330,1816,2026,1589
"ENSMUSG00000003184",1501,2106,2118,3054,2428,2969,2142
"ENSMUSG00000003190",94,122,162,392,306,378,235
"ENSMUSG00000003198",100,116,144,252,208,210,192
"ENSMUSG00000003199",1127,1373,1486,2121,1687,2105,1513
"ENSMUSG00000003200",606,742,805,2232,1740,1907,1390
"ENSMUSG00000003206",2,5,5,54,59,45,63
"ENSMUSG00000003208",125,130,141,276,245,243,227
"ENSMUSG00000003226",2350,2067,2534,4272,3238,2612,3168
"ENSMUSG00000003227",36,25,53,52,30,45,55
"ENSMUSG00000003228",155,195,176,785,521,532,487
"ENSMUSG00000003233",924,756,859,1318,1081,1033,940
"ENSMUSG00000003234",1042,1184,1194,1600,1205,1331,1216
"ENSMUSG00000003235",1119,1453,1475,1929,1482,1720,1567
"ENSMUSG00000003269",784,1083,962,1921,1564,2014,1556
"ENSMUSG00000003271",18,39,41,134,106,150,77
"ENSMUSG00000003273",71,81,90,344,203,414,285
"ENSMUSG00000003279",36,30,33,92,72,19,19
"ENSMUSG00000003282",31,43,47,92,54,50,62
"ENSMUSG00000003283",26,24,37,720,436,382,487
"ENSMUSG00000003299",1587,1868,2081,1414,1174,1551,1122
"ENSMUSG00000003308",610,781,754,1136,958,1051,895
"ENSMUSG00000003309",560,641,782,972,729,813,631
"ENSMUSG00000003316",3769,3122,4335,5554,4849,4219,4739
"ENSMUSG00000003341",0,0,0,1,4,1,1
"ENSMUSG00000003344",1316,1581,1838,2221,1775,2129,1598
"ENSMUSG00000003345",2377,2796,3172,4782,3889,4585,3263
"ENSMUSG00000003346",1382,1447,1833,1718,1362,1701,979
"ENSMUSG00000003348",43,77,57,250,201,171,188
"ENSMUSG00000003352",396,350,497,2036,1421,2045,1448
"ENSMUSG00000003354",35,22,36,85,64,125,87
"ENSMUSG00000003355",102,107,88,183,159,207,143
"ENSMUSG00000003360",1212,1311,1625,2850,2110,2294,2105
"ENSMUSG00000003363",1832,2065,2423,3754,2951,3526,2990
"ENSMUSG00000003378",562,572,633,1459,921,1249,797
"ENSMUSG00000003379",4,5,6,16,17,17,24
"ENSMUSG00000003380",1789,2435,2579,2913,2245,2692,1863
"ENSMUSG00000003382",423,408,459,1227,852,968,910
"ENSMUSG00000003402",3046,3903,4230,5169,4480,4953,4283
"ENSMUSG00000003410",37,47,71,23,9,6,12
"ENSMUSG00000003411",112,98,156,74,61,88,52
"ENSMUSG00000003418",955,961,922,1359,1345,1183,1355
"ENSMUSG00000003420",3619,4774,6223,5116,3696,5100,3899
"ENSMUSG00000003421",702,845,914,1740,1249,1724,1235
"ENSMUSG00000003423",423,665,679,1064,871,1056,827
"ENSMUSG00000003429",3158,4796,4484,9489,7459,9729,7245
"ENSMUSG00000003435",2023,2202,2468,4094,3315,3597,3192
"ENSMUSG00000003436",0,0,1,2,2,2,2
"ENSMUSG00000003437",1339,1750,1531,2361,1811,2461,2035
"ENSMUSG00000003438",1231,1466,1574,1391,1185,1436,1013
"ENSMUSG00000003444",157,188,208,278,209,207,191
"ENSMUSG00000003452",263,202,271,545,344,362,382
"ENSMUSG00000003458",1725,1651,1877,2956,2443,2717,2547
"ENSMUSG00000003464",2506,2406,2313,2437,1884,2466,2055
"ENSMUSG00000003469",79,18,28,31,14,28,3
"ENSMUSG00000003476",2,9,3,12,15,8,15
"ENSMUSG00000003477",191,203,201,75,82,115,42
"ENSMUSG00000003484",1,0,0,45,19,24,17
"ENSMUSG00000003500",219,278,238,843,621,690,492
"ENSMUSG00000003505",0,0,0,0,0,0,0
"ENSMUSG00000003518",879,1093,1290,2169,1888,1506,1639
"ENSMUSG00000003526",5805,5600,8102,1536,1286,1754,1541
"ENSMUSG00000003527",291,350,369,774,595,737,600
"ENSMUSG00000003528",2574,2815,3117,3191,2636,3353,2310
"ENSMUSG00000003531",949,1268,1328,876,805,997,660
"ENSMUSG00000003534",3898,4130,4800,8834,7829,8135,6698
"ENSMUSG00000003541",640,516,608,1422,1003,1063,878
"ENSMUSG00000003545",9,0,10,49,43,46,42
"ENSMUSG00000003546",2008,2321,2819,1858,1597,2039,1687
"ENSMUSG00000003549",195,245,271,781,601,628,675
"ENSMUSG00000003555",14,14,8,4,1,3,1
"ENSMUSG00000003559",1532,1641,1651,1519,1294,1750,1557
"ENSMUSG00000003573",147,172,135,839,594,701,507
"ENSMUSG00000003575",600,767,863,1321,1065,1145,906
"ENSMUSG00000003581",458,668,652,1108,763,999,801
"ENSMUSG00000003585",110,146,135,427,337,445,381
"ENSMUSG00000003604",268,341,384,549,400,471,353
"ENSMUSG00000003617",904,858,696,29585,20583,20361,23902
"ENSMUSG00000003623",5625,9675,7030,6959,5419,4561,4766
"ENSMUSG00000003644",1228,1308,1469,2356,2110,2612,2129
"ENSMUSG00000003657",0,0,0,0,1,0,0
"ENSMUSG00000003660",2436,2587,3158,4543,3515,3500,3597
"ENSMUSG00000003662",1146,1544,1655,1467,1232,1531,1315
"ENSMUSG00000003665",3,0,0,10,4,2,2
"ENSMUSG00000003680",698,871,905,1307,1040,1246,968
"ENSMUSG00000003721",847,847,932,1238,924,973,957
"ENSMUSG00000003731",2389,2360,2733,3037,2494,2533,2567
"ENSMUSG00000003746",2519,2173,2888,3166,2696,2918,2936
"ENSMUSG00000003752",72,82,120,280,242,221,233
"ENSMUSG00000003762",452,548,641,1107,791,928,762
"ENSMUSG00000003778",901,1105,1113,2177,1683,1873,1927
"ENSMUSG00000003779",46,42,56,321,323,262,288
"ENSMUSG00000003808",544,698,731,1280,1023,1073,861
"ENSMUSG00000003809",7792,8348,11011,2442,2111,2962,2267
"ENSMUSG00000003810",2125,2435,2356,4462,3601,3491,2673
"ENSMUSG00000003812",295,393,322,856,549,835,739
"ENSMUSG00000003813",841,828,1001,983,841,873,817
"ENSMUSG00000003814",18096,27455,23353,41025,33846,36146,34481
"ENSMUSG00000003824",84,111,154,186,142,170,151
"ENSMUSG00000003847",3135,3493,3560,11542,8848,8114,7411
"ENSMUSG00000003848",389,480,524,836,670,727,521
"ENSMUSG00000003849",922,895,903,244,380,448,248
"ENSMUSG00000003863",17,19,25,87,77,63,58
"ENSMUSG00000003865",1499,1307,1845,1836,1427,1682,1510
"ENSMUSG00000003868",467,670,589,1245,986,982,785
"ENSMUSG00000003872",4,23,18,5,2,25,8
"ENSMUSG00000003873",659,964,715,1784,1402,1930,1221
"ENSMUSG00000003882",9,2,1,118,94,96,157
"ENSMUSG00000003923",868,969,1077,946,754,972,828
"ENSMUSG00000003929",244,265,197,537,378,410,447
"ENSMUSG00000003934",19,33,19,59,47,69,42
"ENSMUSG00000003948",642,908,1215,1860,1481,2181,1533
"ENSMUSG00000003949",3116,2539,3782,479,506,924,773
"ENSMUSG00000003955",911,1365,1157,1113,881,1094,723
"ENSMUSG00000003970",7238,9856,9785,15575,11784,14834,11197
"ENSMUSG00000003974",0,0,0,0,0,0,0
"ENSMUSG00000003992",350,326,328,678,510,613,532
"ENSMUSG00000004018",116,116,156,260,216,239,186
"ENSMUSG00000004031",7,4,1,2,0,4,9
"ENSMUSG00000004032",2485,3114,3055,2334,2136,2618,2360
"ENSMUSG00000004035",314,295,469,180,134,160,142
"ENSMUSG00000004038",7,5,5,4,4,4,5
"ENSMUSG00000004040",1530,1337,1624,7397,6094,5202,4854
"ENSMUSG00000004043",868,1436,642,1024,760,830,824
"ENSMUSG00000004044",744,1001,967,3969,2857,3535,2536
"ENSMUSG00000004054",1517,1803,1838,2585,2281,2695,2094
"ENSMUSG00000004056",1308,1535,1710,2662,2090,1987,1774
"ENSMUSG00000004069",2701,3043,3514,2364,2026,2075,1929
"ENSMUSG00000004070",874,950,1058,1097,915,982,967
"ENSMUSG00000004071",1698,1895,1924,1887,1396,1902,1519
"ENSMUSG00000004085",322,403,372,1126,782,859,696
"ENSMUSG00000004096",1236,1702,1662,1931,1552,1883,1740
"ENSMUSG00000004098",47,129,64,374,590,687,359
"ENSMUSG00000004099",629,594,697,2031,1715,1663,1554
"ENSMUSG00000004100",316,467,449,1131,919,992,586
"ENSMUSG00000004105",844,1209,828,2307,1875,2539,1854
"ENSMUSG00000004110",17,10,22,35,34,25,31
"ENSMUSG00000004113",3,1,1,4,14,6,7
"ENSMUSG00000004127",174,218,221,346,234,356,280
"ENSMUSG00000004151",129,104,142,96,94,116,141
"ENSMUSG00000004187",536,773,897,502,391,677,483
"ENSMUSG00000004207",24754,29396,33185,44376,33443,36072,36613
"ENSMUSG00000004221",824,957,990,1492,1147,1221,1117
"ENSMUSG00000004231",900,990,1368,2000,1637,1860,1195
"ENSMUSG00000004233",321,299,319,693,520,465,452
"ENSMUSG00000004263",209,296,248,407,315,559,290
"ENSMUSG00000004264",2938,3502,4069,3568,2949,3606,2726
"ENSMUSG00000004266",563,647,705,1635,1205,1439,1624
"ENSMUSG00000004267",49,63,66,797,489,836,513
"ENSMUSG00000004268",708,1060,998,1539,1188,1300,1030
"ENSMUSG00000004270",2801,3103,3417,3139,2800,3220,2652
"ENSMUSG00000004285",2486,3784,3595,3343,2627,3649,2501
"ENSMUSG00000004296",0,0,1,7,7,2,3
"ENSMUSG00000004317",2475,2412,2936,3123,2563,2156,2346
"ENSMUSG00000004319",3000,2371,3325,2580,2285,2175,2225
"ENSMUSG00000004328",27,44,23,37,31,20,44
"ENSMUSG00000004341",711,835,1108,160,51,22,48
"ENSMUSG00000004344",0,0,0,1,0,1,1
"ENSMUSG00000004347",65,98,81,141,121,102,120
"ENSMUSG00000004356",831,671,889,1494,1138,906,946
"ENSMUSG00000004359",4,1,3,40,17,53,45
"ENSMUSG00000004360",0,3,2,0,4,2,0
"ENSMUSG00000004364",2548,2662,2872,3427,2634,2869,2575
"ENSMUSG00000004366",0,0,0,1,1,0,0
"ENSMUSG00000004371",4,5,7,177,113,84,32
"ENSMUSG00000004383",357,331,358,1624,1029,1105,1272
"ENSMUSG00000004393",583,644,750,1251,900,1001,868
"ENSMUSG00000004394",2553,2773,3057,2700,1904,2614,2254
"ENSMUSG00000004415",117,208,156,538,310,279,433
"ENSMUSG00000004446",1561,1649,1907,1179,1072,1278,989
"ENSMUSG00000004451",1015,1358,1379,3805,3044,3684,3007
"ENSMUSG00000004455",667,660,717,1278,995,1027,1111
"ENSMUSG00000004460",1807,2590,2269,3560,2797,2661,2365
"ENSMUSG00000004462",432,480,564,719,548,601,527
"ENSMUSG00000004473",79,94,81,404,336,281,244
"ENSMUSG00000004500",163,207,220,470,316,340,316
"ENSMUSG00000004508",423,395,463,1277,955,1080,1140
"ENSMUSG00000004530",1149,1247,1369,3980,3564,2818,2819
"ENSMUSG00000004535",5661,6313,6885,7342,6065,6495,6645
"ENSMUSG00000004540",1,2,1,3,0,0,4
"ENSMUSG00000004542",0,0,0,0,0,0,0
"ENSMUSG00000004552",15,20,28,281,323,217,187
"ENSMUSG00000004558",3341,3207,3538,1322,1196,1254,1145
"ENSMUSG00000004561",410,538,570,1067,746,1071,742
"ENSMUSG00000004562",672,853,700,3234,2387,2587,1982
"ENSMUSG00000004565",2110,2577,2538,2861,2188,2699,2358
"ENSMUSG00000004567",1353,1472,1636,2154,1574,2209,1794
"ENSMUSG00000004568",1873,1825,2325,3030,2380,2370,2009
"ENSMUSG00000004591",1444,1363,1595,2865,2418,2131,2017
"ENSMUSG00000004609",47,29,39,466,310,421,396
"ENSMUSG00000004610",1061,1534,1707,728,585,864,462
"ENSMUSG00000004612",5,8,6,72,76,127,57
"ENSMUSG00000004613",0,0,0,0,0,0,0
"ENSMUSG00000004626",2969,3416,3703,4470,3727,4462,3580
"ENSMUSG00000004630",2,0,1,1,0,1,0
"ENSMUSG00000004631",97,127,101,534,339,443,365
"ENSMUSG00000004633",475,472,476,745,523,771,672
"ENSMUSG00000004637",379,395,481,456,398,450,347
"ENSMUSG00000004642",329,368,421,718,546,571,534
"ENSMUSG00000004651",0,1,0,0,0,1,0
"ENSMUSG00000004654",16,5,19,16,7,14,9
"ENSMUSG00000004655",23772,27934,36038,11511,7803,9192,6532
"ENSMUSG00000004661",151,186,166,253,207,213,256
"ENSMUSG00000004665",469,714,633,4764,3564,3863,2930
"ENSMUSG00000004667",1212,1551,1720,2192,1778,2262,1634
"ENSMUSG00000004668",5750,2107,5474,2824,1328,740,1253
"ENSMUSG00000004677",827,953,959,4173,2907,2892,2697
"ENSMUSG00000004698",10,13,12,49,38,50,41
"ENSMUSG00000004707",8,12,4,172,99,127,190
"ENSMUSG00000004709",3,10,1,47,37,31,47
"ENSMUSG00000004730",54,33,44,1376,1069,893,1557
"ENSMUSG00000004748",475,508,618,231,187,257,221
"ENSMUSG00000004768",436,470,510,719,557,590,539
"ENSMUSG00000004771",1660,1721,1982,3106,3015,2827,2124
"ENSMUSG00000004788",607,794,840,1342,1086,1171,1025
"ENSMUSG00000004789",9073,10043,13250,6438,5363,6401,5406
"ENSMUSG00000004791",16,11,15,59,70,99,33
"ENSMUSG00000004798",1006,925,1062,1987,1498,1437,1520
"ENSMUSG00000004814",0,0,0,31,31,73,31
"ENSMUSG00000004815",593,669,798,627,447,592,592
"ENSMUSG00000004821",0,0,0,0,0,0,0
"ENSMUSG00000004837",146,241,232,449,357,525,437
"ENSMUSG00000004842",0,1,2,2,1,3,1
"ENSMUSG00000004843",1090,958,1201,2314,2018,2037,1753
"ENSMUSG00000004846",1063,1240,1089,3826,2657,2878,2301
"ENSMUSG00000004849",994,1284,1188,2455,1948,2383,1754
"ENSMUSG00000004864",244,311,255,1065,861,986,592
"ENSMUSG00000004865",1628,2218,1798,3719,2987,3266,2796
"ENSMUSG00000004872",0,0,0,0,0,0,0
"ENSMUSG00000004880",331,254,348,639,525,481,520
"ENSMUSG00000004885",3,1,4,18,18,26,8
"ENSMUSG00000004891",541,739,708,5043,3388,2991,2514
"ENSMUSG00000004892",0,7,0,4,1,6,2
"ENSMUSG00000004894",3,0,0,3,0,4,0
"ENSMUSG00000004895",838,988,1171,1544,1199,1427,1059
"ENSMUSG00000004896",550,757,691,935,722,942,767
"ENSMUSG00000004897",4724,5674,5885,7090,5740,6844,5409
"ENSMUSG00000004902",14,17,17,16,8,18,17
"ENSMUSG00000004929",454,483,545,1234,1062,1012,766
"ENSMUSG00000004931",1052,1172,1296,1186,980,1061,856
"ENSMUSG00000004933",20,36,20,209,135,192,195
"ENSMUSG00000004934",597,591,770,888,645,866,601
"ENSMUSG00000004936",1250,1198,1493,2158,1752,1770,1539
"ENSMUSG00000004937",2166,2697,2675,3453,2828,3530,2743
"ENSMUSG00000004939",0,0,0,0,0,1,0
"ENSMUSG00000004945",1409,1888,1867,1617,1304,1764,1305
"ENSMUSG00000004947",271,324,322,733,506,602,442
"ENSMUSG00000004948",1,0,0,1,0,1,0
"ENSMUSG00000004951",155,315,272,4887,3988,3806,2193
"ENSMUSG00000004952",157,328,201,1001,755,1069,879
"ENSMUSG00000004961",4,3,4,63,36,27,27
"ENSMUSG00000004980",9201,11371,11469,16448,13062,15319,15164
"ENSMUSG00000004988",421,730,834,301,589,614,312
"ENSMUSG00000004994",241,348,278,531,383,504,378
"ENSMUSG00000004996",209,208,191,512,388,489,314
"ENSMUSG00000005034",1674,1481,1979,2777,2294,2447,2116
"ENSMUSG00000005043",324,320,362,576,388,716,631
"ENSMUSG00000005045",21,29,23,111,38,55,36
"ENSMUSG00000005054",913,1097,1198,4433,3238,4218,3567
"ENSMUSG00000005057",33,37,46,590,311,361,303
"ENSMUSG00000005069",1527,1657,1896,1773,1394,1716,1472
"ENSMUSG00000005078",584,561,698,870,731,810,705
"ENSMUSG00000005087",65,23,38,4478,4420,4136,3893
"ENSMUSG00000005089",59,102,69,299,350,302,338
"ENSMUSG00000005102",480,475,518,1251,800,926,858
"ENSMUSG00000005103",2782,2446,2839,7735,6245,6061,5447
"ENSMUSG00000005107",445,361,503,189,169,229,293
"ENSMUSG00000005124",92,93,77,2017,1537,1049,796
"ENSMUSG00000005125",43797,36234,44309,49376,48421,52191,48434
"ENSMUSG00000005131",89,76,74,81,65,86,119
"ENSMUSG00000005142",3472,3660,4444,4449,3441,4100,4068
"ENSMUSG00000005148",29,42,54,204,205,120,98
"ENSMUSG00000005150",409,518,538,669,518,668,525
"ENSMUSG00000005161",3213,4123,4386,5608,4313,5668,4063
"ENSMUSG00000005198",3477,3394,3954,5775,4575,4802,3917
"ENSMUSG00000005202",0,13,9,0,0,1,0
"ENSMUSG00000005204",934,1241,1133,2397,1894,1987,1670
"ENSMUSG00000005220",80,391,326,64,27,54,37
"ENSMUSG00000005225",658,739,646,936,800,791,820
"ENSMUSG00000005232",8,3,5,6,4,1,3
"ENSMUSG00000005233",530,511,611,401,442,493,497
"ENSMUSG00000005237",29,50,43,164,94,88,134
"ENSMUSG00000005251",479,436,602,859,708,662,529
"ENSMUSG00000005262",809,1033,1003,1535,1169,1292,1077
"ENSMUSG00000005267",48,70,66,210,191,182,138
"ENSMUSG00000005268",1969,1981,1677,651,274,751,441
"ENSMUSG00000005299",3671,4435,4672,2917,2246,2376,2215
"ENSMUSG00000005312",3361,3195,3971,4279,3571,3299,2933
"ENSMUSG00000005320",1504,1631,2122,896,772,1304,929
"ENSMUSG00000005338",0,11,2,27,18,26,27
"ENSMUSG00000005339",0,0,0,0,0,0,0
"ENSMUSG00000005354",4229,5457,5913,3881,3522,4023,2964
"ENSMUSG00000005355",1,0,1,0,3,3,0
"ENSMUSG00000005357",1,1,0,15,6,5,12
"ENSMUSG00000005360",70,94,99,139,87,56,73
"ENSMUSG00000005362",656,615,772,1067,871,830,817
"ENSMUSG00000005364",230,212,242,346,416,337,151
"ENSMUSG00000005370",442,561,549,1033,818,864,777
"ENSMUSG00000005371",1130,1169,1246,2328,1822,2077,1834
"ENSMUSG00000005373",4814,5724,6729,4739,3915,5563,4340
"ENSMUSG00000005374",508,548,478,945,740,728,734
"ENSMUSG00000005378",607,830,771,1173,926,1143,894
"ENSMUSG00000005397",830,1159,675,7506,6189,6500,6358
"ENSMUSG00000005410",107,121,88,790,900,727,802
"ENSMUSG00000005413",291,406,357,1484,1562,1564,1382
"ENSMUSG00000005417",4969,6518,6853,13030,9730,10494,8302
"ENSMUSG00000005442",1973,1969,2379,6405,5316,4506,4141
"ENSMUSG00000005447",302,375,376,1143,992,1163,731
"ENSMUSG00000005465",28,33,31,440,287,301,364
"ENSMUSG00000005469",1670,1908,2080,2564,2122,2426,1999
"ENSMUSG00000005470",14,6,23,151,226,165,177
"ENSMUSG00000005474",0,0,0,0,2,0,0
"ENSMUSG00000005481",507,607,534,1460,1064,1188,965
"ENSMUSG00000005483",924,1495,1201,1228,1076,993,729
"ENSMUSG00000005493",1,2,3,1,1,5,2
"ENSMUSG00000005501",712,765,885,1560,1205,1327,1340
"ENSMUSG00000005503",0,0,0,0,0,0,0
"ENSMUSG00000005505",119,131,170,188,157,161,155
"ENSMUSG00000005506",2243,2102,2783,5299,4271,3919,3743
"ENSMUSG00000005510",2256,3103,3124,1636,1382,1641,1419
"ENSMUSG00000005514",9920,11060,11514,3922,3828,4779,4231
"ENSMUSG00000005533",3790,3255,5059,6460,5720,5198,5504
"ENSMUSG00000005534",2863,2506,3576,3463,2727,2669,2825
"ENSMUSG00000005540",2,3,1,19,19,26,16
"ENSMUSG00000005547",1457,1627,2005,89,98,190,130
"ENSMUSG00000005553",889,543,696,234,184,227,331
"ENSMUSG00000005566",2051,2456,2482,6301,5011,5348,3740
"ENSMUSG00000005575",2367,2941,2964,3453,2851,3412,2380
"ENSMUSG00000005580",324,197,400,287,268,215,264
"ENSMUSG00000005583",251,225,262,959,629,771,798
"ENSMUSG00000005609",1201,1519,1521,2826,2191,2422,2050
"ENSMUSG00000005610",17089,16045,19143,26216,21437,19528,18023
"ENSMUSG00000005611",225,285,138,661,371,664,611
"ENSMUSG00000005615",1607,1617,1801,2307,1905,1842,2095
"ENSMUSG00000005621",1400,1418,1519,1930,1519,1667,1424
"ENSMUSG00000005625",1675,2304,1951,3251,2612,3221,2644
"ENSMUSG00000005628",54,149,105,173,139,171,109
"ENSMUSG00000005640",820,1153,1165,232,254,279,256
"ENSMUSG00000005649",0,0,0,0,0,0,1
"ENSMUSG00000005656",1640,1704,1963,2455,2077,2352,1955
"ENSMUSG00000005667",72,86,101,719,517,348,330
"ENSMUSG00000005672",449,448,618,1432,1070,1020,827
"ENSMUSG00000005674",134,143,225,199,159,169,196
"ENSMUSG00000005677",1,1,3,3,2,7,3
"ENSMUSG00000005681",38,7,12,4,2,2,3
"ENSMUSG00000005682",920,1242,1176,1567,1165,1536,1292
"ENSMUSG00000005683",6574,6719,8220,7300,6284,6547,5968
"ENSMUSG00000005686",614,634,641,1943,1440,1384,1438
"ENSMUSG00000005687",683,881,932,1349,1043,1359,1138
"ENSMUSG00000005696",1,1,1,9,3,11,10
"ENSMUSG00000005698",1227,1382,1366,2440,2016,2015,1803
